passing_yards,passing_tds,rushing_yards,rushing_tds,receiving_yards,receiving_tds,targets,receptions,player_id,player_name,position,team,fantasy_points,completions
0,0,0.0,0,0.0,0,3.002718949574046e-05,2.4281684e-11,00-0035710,Daniel Jones,QB,IND,2.4281684e-11,0.0
0,0,0.0,0,0.0,0,0.4582337737083435,1.3747005,00-0036020,Salvon Ahmed,RB,IND,1.3747005,
0,0,0.0,0,0.0,0,0.0005760877393186092,8.046612e-09,00-0036032,Sean McKeon,TE,IND,8.046612e-09,
0,0,0.0,0,0.0,0,1.209296464920044,3.6278875,00-0036223,Jonathan Taylor,RB,IND,3.6278875,
0,0,0.0,0,0.0,0,0.8040614128112793,1.6081238,00-0036252,Michael Pittman,WR,IND,1.6081238,
0,0,0.0,0,0.0,0,0.0002981798315886408,2.332957e-09,00-0037120,Tyler Goodson,RB,IND,2.332957e-09,
0,0,0.0,0,0.0,0,0.0005760877393186092,8.046612e-09,00-0037292,Andrew Ogletree,TE,IND,8.046612e-09,
0,0,0.0,0,0.0,0,2.77065372467041,19.39457,00-0037664,Alec Pierce,WR,IND,19.39457,
0,0,0.0,0,0.0,0,0.29295614361763,0.2929572,00-0038394,Will Mallory,TE,IND,0.2929572,
0,0,0.0,0,0.0,0,0.8040614128112793,1.6081238,00-0038997,Josh Downs,WR,IND,1.6081238,
0,0,0.0,0,0.0,0,0.2863938808441162,0.2863794,00-0039164,Anthony Richardson,QB,IND,0.2863794,0.0
0,0,0.0,0,0.0,0,0.00037882773904129863,3.8267087e-09,00-0039816,Anthony Gould,WR,IND,3.8267087e-09,
0,0,0.0,0,0.0,0,3.793769359588623,37.93764,00-0040128,Tyler Warren,TE,IND,37.93764,
0,0,0.0,0,0.0,0,0.29015132784843445,0.29015175,00-0040179,DJ Giddens,RB,IND,0.29015175,
0,0,0.0,0,0.0,0,3.002718949574046e-05,2.4281684e-11,00-0040206,Riley Leonard,QB,IND,2.4281684e-11,0.0
0,0,0.0,0,0.0,0,0.0002981798315886408,2.332957e-09,00-0040476,Ulysses Bentley IV,RB,IND,2.332957e-09,
0,0,0.0,0,0.0,0,3.8306294300127774e-05,3.0976638e-11,00-0023459,Aaron Rodgers,QB,PIT,3.0976638e-11,0.0
0,0,0.0,0,0.0,0,0.49537086486816406,0.9907423,00-0030431,Robert Woods,WR,PIT,0.9907423,
0,0,0.0,0,0.0,0,0.6377434134483337,1.2754875,00-0033858,Jonnu Smith,TE,PIT,1.2754875,
0,0,0.0,0,0.0,0,0.5439176559448242,1.6317532,00-0034272,Marquez Valdes-Scantling,WR,PIT,1.6317532,
0,0,0.0,0,0.0,0,3.8306294300127774e-05,3.0976638e-11,00-0034438,Logan Woodside,QB,PIT,3.0976638e-11,0.0
0,0,0.0,0,0.0,0,3.8306294300127774e-05,3.0976638e-11,00-0034771,Mason Rudolph,QB,PIT,3.0976638e-11,0.0
0,0,0.0,0,0.0,0,0.2641431987285614,0.26414397,00-0035298,Scott Miller,WR,PIT,0.26414397,
0,0,0.0,0,0.0,0,1.0540363788604736,6.3242145,00-0035329,Donald Parham,TE,PIT,6.3242145,
0,0,0.0,0,0.0,0,2.5579185485839844,20.46334,00-0035640,DK Metcalf,WR,PIT,20.46334,
0,0,0.0,0,0.0,0,0.0004832782142329961,4.88181e-09,00-0036862,Ben Skowronek,WR,PIT,4.88181e-09,
0,0,0.0,0,0.0,0,0.3172333836555481,0.31723452,00-0036894,Pat Freiermuth,TE,PIT,0.31723452,
0,0,0.0,0,0.0,0,2.584847927093506,20.678751,00-0036919,Kenneth Gainwell,RB,PIT,20.678751,
0,0,0.0,0,0.0,0,0.0003803940489888191,2.9762002e-09,00-0036984,Trey Sermon,RB,PIT,2.9762002e-09,
0,0,0.0,0,0.0,0,0.6386239528656006,1.2772478,00-0037228,Jaylen Warren,RB,PIT,1.2772478,
0,0,0.0,0,0.0,0,0.0007349268416874111,1.0265227e-08,00-0037304,Connor Heyward,TE,PIT,1.0265227e-08,
0,0,0.0,0,0.0,0,3.8306294300127774e-05,3.0976638e-11,00-0037327,Skylar Thompson,QB,PIT,3.0976638e-11,0.0
0,0,0.0,0,0.0,0,0.0003803940489888191,2.9762002e-09,00-0037429,Raheem Blackshear,RB,PIT,2.9762002e-09,
0,0,0.0,0,0.0,0,0.31685149669647217,0.31685245,00-0037837,Calvin Austin III,WR,PIT,0.31685245,
0,0,0.0,0,0.0,0,0.0003803940489888191,2.9762002e-09,00-0038409,Lew Nichols III,RB,PIT,2.9762002e-09,
0,0,0.0,0,0.0,0,1.5940667390823364,7.9703298,00-0038558,Darnell Washington,TE,PIT,7.9703298,
0,0,0.0,0,0.0,0,1.5930603742599487,6.3722415,00-0038821,Rakim Jarrett,WR,PIT,6.3722415,
0,0,0.0,0,0.0,0,0.6373310685157776,1.2746629,00-0039739,Roman Wilson,WR,PIT,1.2746629,
0,0,0.0,0,0.0,0,0.0003803940489888191,2.9762002e-09,00-0040142,Kaleb Johnson,RB,PIT,2.9762002e-09,
0,0,0.0,0,0.0,0,0.0004832782142329961,4.88181e-09,00-0040534,Ke'Shawn Williams,WR,PIT,4.88181e-09,
0,0,0.0,0,0.0,0,3.2244701287709177e-05,2.607489e-11,00-0029604,Kirk Cousins,QB,ATL,2.607489e-11,0.0
0,0,0.0,0,0.0,0,0.0004068042035214603,4.1093116e-09,00-0033572,Jamal Agnew,WR,ATL,4.1093116e-09,
0,0,0.0,0,0.0,0,0.2920450270175934,0.2920459,00-0034854,KhaDarel Hodge,WR,ATL,0.2920459,
0,0,0.0,0,0.0,0,3.2244701287709177e-05,2.607489e-11,00-0035282,Easton Stick,QB,ATL,2.607489e-11,0.0
0,0,0.0,0,0.0,0,0.5796281695365906,1.159257,00-0035359,David Sills,WR,ATL,1.159257,
0,0,0.0,0,0.0,0,2.039632797241211,14.277425,00-0036309,Darnell Mooney,WR,ATL,14.277425,
0,0,0.0,0,0.0,0,3.2244701287709177e-05,2.607489e-11,00-0036384,Ben DiNucci,QB,ATL,2.607489e-11,0.0
0,0,0.0,0,0.0,0,0.32416588068008423,0.32416704,00-0036429,Charlie Woerner,TE,ATL,0.32416704,
0,0,0.0,0,0.0,0,0.0006186318933032453,8.640856e-09,00-0036825,Feleipe Franks,TE,ATL,8.640856e-09,
0,0,0.0,0,0.0,0,3.2244701287709177e-05,2.607489e-11,00-0036928,Kyle Trask,QB,ATL,2.607489e-11,0.0
0,0,0.0,0,0.0,0,0.8777629733085632,2.6332884,00-0036970,Kyle Pitts,TE,ATL,2.6332884,
0,0,0.0,0,0.0,0,2.668783187866211,24.01904,00-0037238,Drake London,WR,ATL,24.01904,
0,0,0.0,0,0.0,0,0.5850172638893127,1.1700344,00-0037263,Tyler Allgeier,RB,ATL,1.1700344,
0,0,0.0,0,0.0,0,0.17815423011779785,0.17815487,00-0037277,Teagan Quitoriano,TE,ATL,0.17815487,
0,0,0.0,0,0.0,0,0.0004068042035214603,4.1093116e-09,00-0037487,Deven Thompkins,WR,ATL,4.1093116e-09,
0,0,0.0,0,0.0,0,1.4499478340148926,7.2497325,00-0038542,Bijan Robinson,RB,ATL,7.2497325,
0,0,0.0,0,0.0,0,0.267373263835907,0.53474647,00-0038862,Elijah Dotson,RB,ATL,0.53474647,
0,0,0.0,0,0.0,0,0.23473480343818665,0.2347355,00-0039394,Casey Washington,WR,ATL,0.2347355,
0,0,0.0,0,0.0,0,3.2244701287709177e-05,2.607489e-11,00-0039917,Michael Penix Jr.,QB,ATL,2.607489e-11,0.0
0,0,0.0,0,0.0,0,0.0003202004299964756,2.5052458e-09,00-0040547,Nate Carter,RB,ATL,2.5052458e-09,
