,season,season_type,week,player_display_name,player_position,team_abbr,efficiency,percent_attempts_gte_eight_defenders,avg_time_to_los,rush_attempts,rush_yards,expected_rush_yards,rush_yards_over_expected,avg_rush_yards,rush_yards_over_expected_per_att,rush_pct_over_expected,rush_touchdowns,player_gsis_id,player_first_name,player_last_name,player_jersey_number,player_short_name
945,2017,REG,11,Tevin Coleman,RB,ATL,6.802093023255814,55.00000000000001,2.6046875,20,43,,,2.15,,,1,00-0032058,Tevin,Coleman,26,T.Coleman
946,2017,REG,11,Mark Ingram,RB,NO,1.9047761194029853,45.45454545454545,2.744090909090909,11,134,,,12.181818181818182,,,1,00-0027966,Mark,Ingram,22,M.Ingram
947,2017,REG,11,D'Onta Foreman,RB,HOU,2.919384615384616,20.0,2.7844444444444445,10,65,,,6.5,,,2,00-0033925,D'Onta,Foreman,27,D.Foreman
948,2017,REG,11,Joe Mixon,RB,CIN,6.079183673469387,40.0,2.6501874999999995,20,49,,,2.45,,,0,00-0033897,Joe,Mixon,28,J.Mixon
949,2017,REG,11,Leonard Fournette,RB,JAX,3.6422522522522516,57.14285714285714,2.51892,28,111,,,3.9642857142857144,,,0,00-0033856,Leonard,Fournette,27,L.Fournette
950,2017,REG,11,Lamar Miller,RB,HOU,4.418524590163935,45.45454545454545,2.5039411764705877,22,61,,,2.772727272727273,,,0,00-0029615,Lamar,Miller,26,L.Miller
951,2017,REG,11,Latavius Murray,RB,MIN,2.754526315789474,73.33333333333333,2.3742307692307696,15,95,,,6.333333333333333,,,2,00-0030513,Latavius,Murray,25,L.Murray
952,2017,REG,12,LeGarrette Blount,RB,PHI,2.60360824742268,6.666666666666667,2.345846153846154,15,97,,,6.466666666666667,,,0,00-0027325,LeGarrette,Blount,29,L.Blount
953,2017,REG,12,Todd Gurley,RB,LAR,3.765810810810811,35.294117647058826,2.7754705882352946,17,74,,,4.352941176470588,,,0,00-0032241,Todd,Gurley,30,T.Gurley
954,2017,REG,12,Lamar Miller,RB,HOU,4.466078431372548,17.647058823529413,2.4930714285714286,17,51,,,3.0,,,1,00-0029615,Lamar,Miller,26,L.Miller
955,2017,REG,12,Melvin Gordon,RB,LAC,5.814769230769231,33.33333333333333,2.8767894736842106,21,65,,,3.0952380952380953,,,0,00-0032144,Melvin,Gordon,28,M.Gordon
956,2017,REG,12,Orleans Darkwa,RB,NYG,4.795,45.45454545454545,2.4531,11,30,,,2.727272727272727,,,0,00-0030860,Orleans,Darkwa,26,O.Darkwa
957,2017,REG,12,Eddie Lacy,RB,SEA,5.814347826086958,23.52941176470588,2.879142857142856,17,46,,,2.7058823529411766,,,0,00-0030485,Eddie,Lacy,27,E.Lacy
958,2017,REG,12,Frank Gore,RB,IND,3.6104838709677414,29.411764705882355,2.534466666666667,17,62,,,3.6470588235294117,,,1,00-0023500,Frank,Gore,23,F.Gore
959,2017,REG,12,Carlos Hyde,RB,SF,5.171276595744681,37.5,2.7227142857142854,16,47,,,2.9375,,,0,00-0031045,Carlos,Hyde,28,C.Hyde
960,2017,REG,12,Adrian Peterson,RB,ARI,4.193924050632912,35.0,2.579,20,79,,,3.95,,,0,00-0025394,Adrian,Peterson,23,A.Peterson
961,2017,REG,12,Le'Veon Bell,RB,PIT,3.4223157894736844,15.0,2.7337894736842103,20,95,,,4.75,,,0,00-0030496,Le'Veon,Bell,26,L.Bell
962,2017,REG,12,Joe Mixon,RB,CIN,3.0057894736842097,21.73913043478261,2.6306000000000003,23,114,,,4.956521739130435,,,1,00-0033897,Joe,Mixon,28,J.Mixon
963,2017,REG,12,Jamaal Williams,RB,GB,3.9218181818181823,19.047619047619047,2.5935000000000006,21,66,,,3.142857142857143,,,1,00-0033948,Jamaal,Williams,30,J.Williams
964,2017,REG,12,Jerick McKinnon,RB,MIN,8.88391304347826,15.384615384615385,3.26575,13,23,,,1.7692307692307692,,,0,00-0031376,Jerick,McKinnon,21,J.McKinnon
965,2017,REG,12,LeSean McCoy,RB,BUF,6.142040816326531,27.27272727272727,2.973250000000001,22,49,,,2.227272727272727,,,0,00-0027029,LeSean,McCoy,25,L.McCoy
966,2017,REG,12,Samaje Perine,RB,WAS,3.804400000000001,37.5,2.281391304347826,24,100,,,4.166666666666667,,,0,00-0033526,Samaje,Perine,32,S.Perine
967,2017,REG,12,Matt Forte,RB,NYJ,4.703200000000001,10.0,2.8914999999999997,10,25,,,2.5,,,0,00-0026184,Matthew,Forte,22,M.Forte
968,2017,REG,12,DeMarco Murray,RB,TEN,18.391111111111115,58.333333333333336,2.8863749999999997,12,9,,,0.75,,,1,00-0028009,DeMarco,Murray,29,D.Murray
969,2017,REG,12,Tevin Coleman,RB,ATL,3.809793814432991,10.526315789473683,2.8321111111111117,19,97,,,5.105263157894737,,,2,00-0032058,Tevin,Coleman,26,T.Coleman
970,2017,REG,12,Alex Collins,RB,BAL,4.714,56.25,2.7719166666666664,16,60,7.317446286832364,4.682553713167636,3.75,4.682553713167636,1.0,1,00-0032426,Alex,Collins,34,A.Collins
971,2017,REG,12,Derrick Henry,RB,TEN,3.669240506329113,76.92307692307693,3.38125,13,79,,,6.076923076923077,,,0,00-0032764,Derrick,Henry,22,D.Henry
972,2017,REG,12,Jonathan Stewart,RB,CAR,6.785000000000001,80.0,2.7375000000000007,15,26,,,1.7333333333333334,,,1,00-0026153,Jonathan,Stewart,28,J.Stewart
973,2017,REG,12,Latavius Murray,RB,MIN,3.5763095238095235,40.0,2.802444444444444,20,84,,,4.2,,,1,00-0030513,Latavius,Murray,25,L.Murray
974,2017,REG,12,Dion Lewis,RB,NE,2.285267857142857,13.333333333333334,2.4818333333333333,15,112,,,7.466666666666667,,,0,00-0028087,Dion,Lewis,33,D.Lewis
975,2017,REG,12,Marshawn Lynch,RB,LV,5.909531249999999,38.46153846153847,2.771666666666667,26,64,,,2.4615384615384617,,,1,00-0025399,Marshawn,Lynch,24,M.Lynch
976,2017,REG,12,Leonard Fournette,RB,JAX,6.0824,58.333333333333336,2.551,12,25,,,2.0833333333333335,,,0,00-0033856,Leonard,Fournette,27,L.Fournette
977,2017,REG,12,Isaiah Crowell,RB,CLE,2.829789473684211,18.75,3.1009999999999995,16,95,,,5.9375,,,0,00-0030656,Isaiah,Crowell,34,I.Crowell
978,2017,REG,12,Rex Burkhead,RB,NE,3.7244,38.46153846153847,2.4023636363636363,13,50,,,3.8461538461538463,,,1,00-0030288,Michael,Burkhead,34,R.Burkhead
979,2017,REG,12,Kareem Hunt,RB,KC,8.41764705882353,0.0,2.4774999999999996,11,17,,,1.5454545454545454,,,0,00-0033923,Kareem,Hunt,27,K.Hunt
980,2017,REG,12,Mark Ingram,RB,NO,5.514838709677418,63.63636363636363,2.866909090909091,11,31,,,2.8181818181818183,,,0,00-0027966,Mark,Ingram,22,M.Ingram
981,2017,REG,13,DeMarco Murray,RB,TEN,2.9893939393939397,0.0,2.786181818181818,11,66,,,6.0,,,0,00-0028009,DeMarco,Murray,29,D.Murray
982,2017,REG,13,Marshawn Lynch,RB,LV,3.1522772277227724,29.411764705882355,2.5891333333333337,17,101,,,5.9411764705882355,,,1,00-0025399,Marshawn,Lynch,24,M.Lynch
983,2017,REG,13,Latavius Murray,RB,MIN,3.4343421052631586,56.25,2.9751999999999996,16,76,,,4.75,,,0,00-0030513,Latavius,Murray,25,L.Murray
984,2017,REG,13,Jonathan Stewart,RB,CAR,3.938222222222222,54.54545454545454,3.1458181818181825,11,45,,,4.090909090909091,,,1,00-0026153,Jonathan,Stewart,28,J.Stewart
985,2017,REG,13,Rod Smith,RB,DAL,5.2592592592592595,50.0,2.5882,10,27,,,2.7,,,1,00-0031900,Rod,Smith,45,R.Smith
986,2017,REG,13,C.J. Anderson,RB,DEN,3.2813432835820895,13.333333333333334,2.719692307692308,15,67,,,4.466666666666667,,,0,00-0029854,Cortrelle,Anderson,22,C.Anderson
987,2017,REG,13,Jordan Howard,RB,CHI,6.679473684210528,30.76923076923077,3.4273333333333333,13,38,,,2.923076923076923,,,0,00-0032780,Jordan,Howard,24,Jo.Howard
988,2017,REG,13,Alex Collins,RB,BAL,3.829333333333333,33.33333333333333,2.9384285714285716,15,75,,,5.0,,,2,00-0032426,Alex,Collins,34,A.Collins
989,2017,REG,13,Alfred Morris,RB,DAL,3.371889763779527,29.629629629629626,2.6415999999999995,27,127,,,4.703703703703703,,,1,00-0029141,Alfred,Morris,46,A.Morris
990,2017,REG,13,Jamaal Williams,RB,GB,2.808053097345133,19.047619047619047,2.7609999999999997,21,113,,,5.380952380952381,,,1,00-0033948,Jamaal,Williams,30,J.Williams
991,2017,REG,13,Kerwynn Williams,RB,ARI,3.002061855670103,31.25,2.7098125000000004,16,97,,,6.0625,,,0,00-0030117,Kerwynn,Williams,33,K.Williams
992,2017,REG,13,Lamar Miller,RB,HOU,3.644642857142857,13.333333333333334,2.8148000000000004,15,56,,,3.7333333333333334,,,0,00-0029615,Lamar,Miller,26,L.Miller
993,2017,REG,13,Samaje Perine,RB,WAS,5.602631578947369,16.666666666666664,3.194444444444444,12,38,,,3.1666666666666665,,,0,00-0033526,Samaje,Perine,32,S.Perine
994,2017,REG,13,Dion Lewis,RB,NE,3.0581521739130424,13.333333333333334,2.7587692307692313,15,92,,,6.133333333333334,,,0,00-0028087,Dion,Lewis,33,D.Lewis
995,2017,REG,13,Rex Burkhead,RB,NE,2.9228205128205125,25.0,2.592909090909091,12,78,4.457328965743514,4.542671034256486,6.5,4.542671034256486,1.0,2,00-0030288,Michael,Burkhead,34,R.Burkhead
996,2017,REG,13,Giovani Bernard,RB,CIN,2.771038961038961,7.6923076923076925,2.34125,13,77,,,5.923076923076923,,,0,00-0030456,Giovani,Bernard,25,G.Bernard
997,2017,REG,13,Carlos Hyde,RB,SF,5.624814814814815,29.411764705882355,3.287285714285715,17,54,,,3.176470588235294,,,0,00-0031045,Carlos,Hyde,28,C.Hyde
998,2017,REG,13,Matt Forte,RB,NYJ,3.826379310344828,0.0,2.8080666666666665,15,58,,,3.8666666666666667,,,0,00-0026184,Matthew,Forte,22,M.Forte
999,2017,REG,13,Devonta Freeman,RB,ATL,3.766621621621622,16.666666666666664,2.7833333333333337,12,74,,,6.166666666666667,,,0,00-0031285,Devonta,Freeman,24,D.Freeman
1000,2017,REG,13,Orleans Darkwa,RB,NYG,5.8340625,21.428571428571427,2.5080000000000005,14,32,5.445428383625668,3.554571616374332,2.2857142857142856,3.554571616374332,1.0,1,00-0030860,Orleans,Darkwa,26,O.Darkwa
1001,2017,REG,13,Kenyan Drake,RB,MIA,3.527749999999999,39.130434782608695,3.0522380952380948,23,120,,,5.217391304347826,,,1,00-0033118,Kenyan,Drake,32,K.Drake
1002,2017,REG,13,Mike Davis,RB,SEA,3.710000000000001,25.0,2.723642857142857,16,64,,,4.0,,,0,00-0032063,Michael,Davis,39,M.Davis
1003,2017,REG,13,Bilal Powell,RB,NYJ,5.53625,50.0,3.1729333333333334,18,48,,,2.6666666666666665,,,1,00-0028064,Bilal,Powell,29,B.Powell
1004,2017,REG,13,Tion Green,RB,DET,4.408823529411765,18.181818181818183,3.837272727272728,11,51,,,4.636363636363637,,,1,00-0033748,Tion,Green,38,T.Green
1005,2017,REG,13,Leonard Fournette,RB,JAX,5.985438596491228,50.0,2.4893333333333336,20,57,,,2.85,,,1,00-0033856,Leonard,Fournette,27,L.Fournette
1006,2017,REG,13,Matt Breida,RB,SF,4.6737777777777785,8.333333333333332,2.873,12,45,,,3.75,,,0,00-0033308,Matthew,Breida,22,M.Breida
1007,2017,REG,13,LeSean McCoy,RB,BUF,3.0454838709677423,6.666666666666667,2.8680000000000003,15,93,,,6.2,,,0,00-0027029,LeSean,McCoy,25,L.McCoy
1008,2017,REG,13,Todd Gurley,RB,LAR,5.138108108108108,15.789473684210526,3.101352941176471,19,74,,,3.8947368421052633,,,0,00-0032241,Todd,Gurley,30,T.Gurley
1009,2017,REG,13,Derrick Henry,RB,TEN,2.35302752293578,72.72727272727273,2.95675,11,109,,,9.909090909090908,,,1,00-0032764,Derrick,Henry,22,D.Henry
1010,2017,REG,13,Frank Gore,RB,IND,3.1526229508196724,23.076923076923077,2.222230769230769,13,61,,,4.6923076923076925,,,0,00-0023500,Frank,Gore,23,F.Gore
1011,2017,REG,13,Mark Ingram,RB,NO,2.8255294117647063,64.28571428571429,2.780454545454545,14,85,,,6.071428571428571,,,1,00-0027966,Mark,Ingram,22,M.Ingram
1012,2017,REG,13,Isaiah Crowell,RB,CLE,3.5897560975609752,10.0,2.5104285714285717,10,41,,,4.1,,,0,00-0030656,Isaiah,Crowell,34,I.Crowell
1013,2017,REG,13,Peyton Barber,RB,TB,2.8864705882352943,34.78260869565217,2.838478260869566,23,102,,,4.434782608695652,,,0,00-0032741,Kenneth,Barber,25,P.Barber
1014,2017,REG,13,Melvin Gordon,RB,LAC,4.274675324675325,21.052631578947366,2.911214285714286,19,77,,,4.052631578947368,,,0,00-0032144,Melvin,Gordon,28,M.Gordon
1015,2017,REG,13,Le'Veon Bell,RB,PIT,3.7023684210526313,5.555555555555555,2.912375,18,76,,,4.222222222222222,,,0,00-0030496,Le'Veon,Bell,26,L.Bell
1016,2017,REG,14,Bilal Powell,RB,NYJ,6.313142857142856,30.76923076923077,2.9894545454545454,13,35,,,2.6923076923076925,,,0,00-0028064,Bilal,Powell,29,B.Powell
1017,2017,REG,14,Giovani Bernard,RB,CIN,3.392096774193548,9.090909090909092,2.7144545454545455,11,62,,,5.636363636363637,,,0,00-0030456,Giovani,Bernard,25,G.Bernard
1018,2017,REG,14,Jay Ajayi,RB,PHI,4.344615384615386,20.0,3.201538461538462,15,78,,,5.2,,,0,00-0031590,Jay,Ajayi,36,J.Ajayi
1019,2017,REG,14,Matt Breida,RB,SF,6.470000000000001,33.33333333333333,2.5685454545454545,12,27,,,2.25,,,0,00-0033308,Matthew,Breida,22,M.Breida
1020,2017,REG,14,Orleans Darkwa,RB,NYG,4.737241379310345,10.0,2.7630000000000003,10,29,,,2.9,,,0,00-0030860,Orleans,Darkwa,26,O.Darkwa
1021,2017,REG,14,Leonard Fournette,RB,JAX,4.194257425742574,62.5,2.7335238095238092,24,101,,,4.208333333333333,,,1,00-0033856,Leonard,Fournette,27,L.Fournette
1022,2017,REG,14,Alfred Morris,RB,DAL,5.650645161290323,42.10526315789473,2.907375,19,62,,,3.263157894736842,,,0,00-0029141,Alfred,Morris,46,A.Morris
1023,2017,REG,14,Melvin Gordon,RB,LAC,4.593205128205128,27.27272727272727,2.666909090909091,22,78,,,3.5454545454545454,,,1,00-0032144,Melvin,Gordon,28,M.Gordon
1024,2017,REG,14,Tarik Cohen,RB,CHI,3.9247500000000004,16.666666666666664,3.2796250000000002,12,80,,,6.666666666666667,,,0,00-0033556,Tarik,Cohen,29,T.Cohen
1025,2017,REG,14,C.J. Anderson,RB,DEN,6.028333333333333,54.54545454545454,2.879333333333334,22,48,,,2.1818181818181817,,,0,00-0029854,Cortrelle,Anderson,22,C.Anderson
1026,2017,REG,14,Carlos Hyde,RB,SF,3.5356410256410253,21.428571428571427,2.8227692307692314,14,78,,,5.571428571428571,,,1,00-0031045,Carlos,Hyde,28,C.Hyde
1027,2017,REG,14,Alex Collins,RB,BAL,3.0896666666666666,38.88888888888889,2.622125,18,120,,,6.666666666666667,,,1,00-0032426,Alex,Collins,34,A.Collins
1028,2017,REG,14,Lamar Miller,RB,HOU,4.227547169811321,23.52941176470588,2.9468666666666667,17,53,,,3.1176470588235294,,,0,00-0029615,Lamar,Miller,26,L.Miller
1029,2017,REG,14,LeSean McCoy,RB,BUF,3.6609615384615384,43.75,3.212518518518519,32,156,,,4.875,,,1,00-0027029,LeSean,McCoy,25,L.McCoy
1030,2017,REG,14,Jordan Howard,RB,CHI,3.3084353741496595,34.78260869565217,3.0776499999999998,23,147,,,6.391304347826087,,,2,00-0032780,Jordan,Howard,24,Jo.Howard
1031,2017,REG,14,Devonta Freeman,RB,ATL,4.268791208791208,41.66666666666667,2.956190476190476,24,91,,,3.7916666666666665,,,1,00-0031285,Devonta,Freeman,24,D.Freeman
1032,2017,REG,14,Todd Gurley,RB,LAR,3.1896875000000002,7.6923076923076925,3.1250909090909094,13,96,,,7.384615384615385,,,2,00-0032241,Todd,Gurley,30,T.Gurley
1033,2017,REG,14,Peyton Barber,RB,TB,3.390689655172414,16.666666666666664,2.904583333333333,12,58,,,4.833333333333333,,,0,00-0032741,Kenneth,Barber,25,P.Barber
1034,2017,REG,14,Mark Ingram,RB,NO,3.5539583333333336,66.66666666666666,2.8359166666666664,12,48,,,4.0,,,0,00-0027966,Mark,Ingram,22,M.Ingram
1035,2017,REG,14,Wayne Gallman,RB,NYG,3.3538983050847455,16.666666666666664,2.3595454545454544,12,59,,,4.916666666666667,,,0,00-0033950,Wayne,Gallman,22,W.Gallman
1036,2017,REG,14,Frank Gore,RB,IND,3.566,16.666666666666664,2.5564705882352943,36,130,,,3.611111111111111,,,0,00-0023500,Frank,Gore,23,F.Gore
1037,2017,REG,14,Le'Veon Bell,RB,PIT,4.483333333333334,23.076923076923077,2.832846153846155,13,48,,,3.6923076923076925,,,2,00-0030496,Le'Veon,Bell,26,L.Bell
1038,2017,REG,14,DeMarco Murray,RB,TEN,6.002647058823531,45.45454545454545,3.2572727272727273,11,34,,,3.090909090909091,,,0,00-0028009,DeMarco,Murray,29,D.Murray
1039,2017,REG,14,Theo Riddick,RB,DET,5.136551724137929,0.0,2.7953750000000004,10,29,,,2.9,,,2,00-0030107,Theo,Riddick,25,T.Riddick
1040,2017,REG,14,Samaje Perine,RB,WAS,5.405777777777778,17.647058823529413,2.9752,17,45,,,2.6470588235294117,,,0,00-0033526,Samaje,Perine,32,S.Perine
1041,2017,REG,14,Doug Martin,RB,TB,5.177307692307692,30.0,2.6142222222222222,10,26,,,2.6,,,1,00-0029613,Douglas,Martin,22,D.Martin
1042,2017,REG,14,Isaiah Crowell,RB,CLE,2.610330578512396,36.84210526315789,2.5970000000000004,19,121,,,6.368421052631579,,,0,00-0030656,Isaiah,Crowell,34,I.Crowell
1043,2017,REG,14,Mike Davis,RB,SEA,4.3950000000000005,0.0,3.227083333333334,15,66,,,4.4,,,0,00-0032063,Michael,Davis,39,M.Davis
1044,2017,REG,14,Kerwynn Williams,RB,ARI,4.475890410958905,65.0,2.7446666666666673,20,73,,,3.65,,,0,00-0030117,Kerwynn,Williams,33,K.Williams
1045,2017,REG,14,Kareem Hunt,RB,KC,3.338103448275862,20.0,2.6726399999999995,25,116,,,4.64,,,1,00-0033923,Kareem,Hunt,27,K.Hunt
1046,2017,REG,14,Kenyan Drake,RB,MIA,3.9664035087719296,32.0,2.83105,25,114,,,4.56,,,0,00-0033118,Kenyan,Drake,32,K.Drake
1047,2017,REG,14,Jonathan Stewart,RB,CAR,2.5841747572815534,75.0,2.813866666666667,16,103,,,6.4375,,,3,00-0026153,Jonathan,Stewart,28,J.Stewart
1048,2017,REG,14,Jamaal Williams,RB,GB,3.838775510204082,33.33333333333333,2.4827333333333335,15,49,,,3.2666666666666666,,,1,00-0033948,Jamaal,Williams,30,J.Williams
1049,2017,REG,15,Melvin Gordon,RB,LAC,3.091666666666667,15.789473684210526,2.6387777777777774,19,78,,,4.105263157894737,,,1,00-0032144,Melvin,Gordon,28,M.Gordon
1050,2017,REG,15,Carlos Hyde,RB,SF,9.8832,56.25,3.0377499999999995,16,25,,,1.5625,,,0,00-0031045,Carlos,Hyde,28,C.Hyde
1051,2017,REG,15,Jonathan Stewart,RB,CAR,6.054444444444444,72.72727272727273,2.9791,11,27,,,2.4545454545454546,,,0,00-0026153,Jonathan,Stewart,28,J.Stewart
1052,2017,REG,15,Malcolm Brown,RB,LAR,3.051777777777778,0.0,2.2265,10,45,,,4.5,,,0,00-0031806,Malcolm,Brown,34,M.Brown
1053,2017,REG,15,Jamaal Williams,RB,GB,4.058666666666666,10.0,2.506,10,30,,,3.0,,,0,00-0033948,Jamaal,Williams,30,J.Williams
1054,2017,REG,15,Kareem Hunt,RB,KC,2.92,0.0,2.8504583333333327,24,155,,,6.458333333333333,,,1,00-0033923,Kareem,Hunt,27,K.Hunt
1055,2017,REG,15,Alvin Kamara,RB,NO,4.487272727272728,8.333333333333332,2.9741818181818176,12,44,,,3.6666666666666665,,,0,00-0033906,Alvin,Kamara,41,A.Kamara
1056,2017,REG,15,Chris Ivory,RB,JAX,6.23904761904762,35.294117647058826,2.6656874999999998,17,42,,,2.4705882352941178,,,0,00-0027531,Christopher,Ivory,33,C.Ivory
1057,2017,REG,15,Elijhaa Penny,RB,ARI,2.9353333333333333,20.0,2.1613333333333333,10,45,,,4.5,,,0,00-0032813,Elijhaa,Penny,35,E.Penny
1058,2017,REG,15,Alfred Morris,RB,DAL,3.723114754098362,18.75,2.881625,16,61,,,3.8125,,,0,00-0029141,Alfred,Morris,46,A.Morris
1059,2017,REG,15,Devonta Freeman,RB,ATL,3.8247619047619055,18.181818181818183,2.936727272727272,22,126,,,5.7272727272727275,,,1,00-0031285,Devonta,Freeman,24,D.Freeman
1060,2017,REG,15,LeSean McCoy,RB,BUF,6.1266,40.0,2.8146153846153847,20,50,,,2.5,,,1,00-0027029,LeSean,McCoy,25,L.McCoy
1061,2017,REG,15,Giovani Bernard,RB,CIN,6.254333333333332,28.57142857142857,2.839153846153846,14,30,,,2.142857142857143,,,1,00-0030456,Giovani,Bernard,25,G.Bernard
1062,2017,REG,15,Devontae Booker,RB,DEN,4.051842105263157,45.45454545454545,2.8128,11,38,,,3.4545454545454546,,,0,00-0032972,Devontae,Booker,23,D.Booker
1063,2017,REG,15,Frank Gore,RB,IND,3.908064516129032,10.0,2.3572222222222226,10,31,,,3.1,,,0,00-0023500,Frank,Gore,23,F.Gore
1064,2017,REG,15,DeMarco Murray,RB,TEN,3.7949152542372877,16.666666666666664,2.363235294117647,18,59,,,3.2777777777777777,,,0,00-0028009,DeMarco,Murray,29,D.Murray
1065,2017,REG,15,Alfred Blue,RB,HOU,3.0334545454545454,8.333333333333332,2.5029166666666662,12,55,,,4.583333333333333,,,0,00-0031075,Alfred,Blue,28,A.Blue
1066,2017,REG,15,Todd Gurley,RB,LAR,3.135065789473684,0.0,2.8698499999999996,21,152,,,7.238095238095238,,,3,00-0032241,Todd,Gurley,30,T.Gurley
1067,2017,REG,15,Peyton Barber,RB,TB,3.7173584905660384,53.84615384615385,2.7745,13,53,,,4.076923076923077,,,0,00-0032741,Kenneth,Barber,25,P.Barber
1068,2017,REG,15,Alex Collins,RB,BAL,9.630526315789474,66.66666666666666,2.9974000000000003,12,19,,,1.5833333333333333,,,0,00-0032426,Alex,Collins,34,A.Collins
1069,2017,REG,15,Kerwynn Williams,RB,ARI,3.605409836065574,17.647058823529413,2.340529411764706,17,61,,,3.588235294117647,,,0,00-0030117,Kerwynn,Williams,33,K.Williams
1070,2017,REG,15,Christian McCaffrey,RB,CAR,3.4642857142857144,25.0,2.696,12,63,,,5.25,,,0,00-0033280,Christian,McCaffrey,22,C.McCaffrey
1071,2017,REG,15,Tion Green,RB,DET,5.274000000000001,10.0,3.1991000000000005,10,35,,,3.5,,,0,00-0033748,Tion,Green,38,T.Green
1072,2017,REG,15,Samaje Perine,RB,WAS,5.851621621621621,50.0,2.788615384615384,14,37,,,2.642857142857143,,,0,00-0033526,Samaje,Perine,32,S.Perine
1073,2017,REG,15,C.J. Anderson,RB,DEN,3.083607594936708,30.0,2.5269999999999997,30,158,,,5.266666666666667,,,0,00-0029854,Cortrelle,Anderson,22,C.Anderson
1074,2017,REG,15,Marshawn Lynch,RB,LV,3.8021052631578947,18.75,2.586384615384615,16,76,,,4.75,,,0,00-0025399,Marshawn,Lynch,24,M.Lynch
1075,2017,REG,15,Bilal Powell,RB,NYJ,5.553863636363636,76.92307692307693,3.456083333333334,13,44,2.158522029937785,-2.158522029937785,3.3846153846153846,-2.158522029937785,0.0,1,00-0028064,Bilal,Powell,29,B.Powell
1076,2017,REG,15,Kenyan Drake,RB,MIA,3.808205128205128,25.0,3.3529999999999998,16,78,,,4.875,,,1,00-0033118,Kenyan,Drake,32,K.Drake
1077,2017,REG,15,Corey Grant,RB,JAX,2.5944927536231885,90.0,2.7274000000000003,10,69,,,6.9,,,1,00-0031731,William,Grant,30,C.Grant
1078,2017,REG,15,Mark Ingram,RB,NO,2.5609459459459454,33.33333333333333,2.7422500000000003,12,74,,,6.166666666666667,,,2,00-0027966,Mark,Ingram,22,M.Ingram
1079,2017,REG,15,Javorius Allen,RB,BAL,2.802714285714286,84.61538461538461,2.5275833333333333,13,70,,,5.384615384615385,,,0,00-0031577,Javorius,Allen,37,J.Allen
1080,2017,REG,15,Jordan Howard,RB,CHI,5.228648648648648,20.0,3.3787,10,37,,,3.7,,,0,00-0032780,Jordan,Howard,24,Jo.Howard
1081,2017,REG,15,Dion Lewis,RB,NE,2.9088059701492535,15.384615384615385,2.8508333333333336,13,67,,,5.153846153846154,,,1,00-0028087,Dion,Lewis,33,D.Lewis
1082,2017,REG,15,Latavius Murray,RB,MIN,3.949473684210526,30.0,2.6826842105263156,20,76,,,3.8,,,1,00-0030513,Latavius,Murray,25,L.Murray
1083,2017,REG,15,Le'Veon Bell,RB,PIT,3.8865811965811963,29.166666666666668,3.5338749999999997,24,117,,,4.875,,,1,00-0030496,Le'Veon,Bell,26,L.Bell
1084,2017,REG,15,Jay Ajayi,RB,PHI,5.131428571428572,16.666666666666664,3.4012000000000002,12,49,,,4.083333333333333,,,0,00-0031590,Jay,Ajayi,36,J.Ajayi
1085,2017,REG,16,Le'Veon Bell,RB,PIT,3.3163768115942034,7.142857142857142,2.909384615384615,14,69,,,4.928571428571429,,,1,00-0030496,Le'Veon,Bell,26,L.Bell
1086,2017,REG,16,Mike Davis,RB,SEA,8.603599999999998,6.666666666666667,2.9562,15,25,,,1.6666666666666667,,,0,00-0032063,Michael,Davis,39,M.Davis
1087,2017,REG,16,Mark Ingram,RB,NO,4.097045454545454,61.53846153846154,2.535727272727273,13,44,,,3.3846153846153846,,,1,00-0027966,Mark,Ingram,22,M.Ingram
1088,2017,REG,16,Matt Breida,RB,SF,3.491891891891891,45.45454545454545,2.840818181818182,11,74,,,6.7272727272727275,,,1,00-0033308,Matthew,Breida,22,M.Breida
1089,2017,REG,16,Kenyan Drake,RB,MIA,3.159824561403509,15.384615384615385,2.6815833333333337,13,57,3.8209161738625426,-2.8209161738625426,4.384615384615385,-2.8209161738625426,0.0,0,00-0033118,Kenyan,Drake,32,K.Drake
1090,2017,REG,16,Dion Lewis,RB,NE,3.49124031007752,20.833333333333336,2.8503913043478266,24,129,,,5.375,,,1,00-0028087,Dion,Lewis,33,D.Lewis
1091,2017,REG,16,Peyton Barber,RB,TB,4.033921568627451,30.76923076923077,2.7845454545454547,13,51,,,3.923076923076923,,,0,00-0032741,Kenneth,Barber,25,P.Barber
1092,2017,REG,16,LeSean McCoy,RB,BUF,4.431549295774647,35.294117647058826,2.950066666666666,17,71,,,4.176470588235294,,,0,00-0027029,LeSean,McCoy,25,L.McCoy
1093,2017,REG,16,Jamaal Williams,RB,GB,3.2281034482758626,13.333333333333334,2.889866666666667,15,58,,,3.8666666666666667,,,0,00-0033948,Jamaal,Williams,30,J.Williams
1094,2017,REG,16,Giovani Bernard,RB,CIN,3.252155172413793,21.73913043478261,2.4722380952380956,23,116,,,5.043478260869565,,,1,00-0030456,Giovani,Bernard,25,G.Bernard
1095,2017,REG,16,Alex Collins,RB,BAL,6.171960784313725,55.55555555555556,2.958066666666667,18,51,,,2.8333333333333335,,,0,00-0032426,Alex,Collins,34,A.Collins
1096,2017,REG,16,Melvin Gordon,RB,LAC,3.815679012345679,42.10526315789473,2.9597647058823524,19,81,,,4.2631578947368425,,,1,00-0032144,Melvin,Gordon,28,M.Gordon
